IPAddress,Status,HostName
172.21.96.5,Allocated,02SISP1APPW001-Nic
172.21.96.6,Allocated,02SISP1APPW001-BNic
172.21.96.7,Allocated,02SISP1APPW002-Nic
172.21.96.8,Allocated,02SISP1APPW002-BNic
172.21.96.9,Allocated,02SISP1APPW003-Nic
172.21.96.10,Allocated,02SISP1APPW003-BNic
172.21.96.11,Allocated,02SISP1APPW004-Nic
172.21.96.12,Allocated,02SISP1APPW004-BNic
172.21.96.13,Allocated,02SISP1APPW005-Nic
172.21.96.14,Allocated,02SISP1APPW005-BNic
172.21.96.15,Allocated,02SISP1APPW006-Nic
172.21.96.16,Allocated,02SISP1APPW006-BNic
172.21.96.17,Allocated,02SISP1APPW007-Nic
172.21.96.18,Allocated,02SISP1APPW007-BNic
172.21.96.19,Allocated,02SISP1APPW008-Nic
172.21.96.20,Allocated,02SISP1APPW008-BNic
172.21.96.21,Allocated,02SISP1APPW009-Nic
172.21.96.22,Allocated,02SISP1APPW009-BNic
172.21.96.23,Allocated,02SISP1APPW010-Nic
172.21.96.24,Allocated,02SISP1APPW010-BNic
172.21.96.25,Allocated,02SISP1APPW011-Nic
172.21.96.26,Allocated,02SISP1APPW011-BNic
172.21.96.27,Allocated,02SISP1APPW012-Nic
172.21.96.28,Allocated,02SISP1APPW012-BNic
172.21.96.29,Allocated,02SISP1APPW013-Nic
172.21.96.30,Allocated,02SISP1APPW013-BNic
172.21.96.31,Allocated,02SISP1APPW014-Nic
172.21.96.32,Allocated,02SISP1APPW014-BNic
172.21.96.33,Allocated,02SISP1APPW015-Nic
172.21.96.34,Allocated,02SISP1APPW015-BNic
172.21.96.35,Allocated,02SISP1APPW016-Nic
172.21.96.36,Allocated,02SISP1APPW016-BNic
172.21.96.37,Allocated,02SISP1APPW017-Nic
172.21.96.38,Allocated,02SISP1APPW017-BNic
172.21.96.39,Allocated,02SISP1APPW018-Nic
172.21.96.40,Allocated,02SISP1APPW018-BNic
172.21.96.41,Allocated,02SISP1APPW019-Nic
172.21.96.42,Allocated,02SISP1APPW019-BNic
172.21.96.43,Allocated,02SISP1APPW020-Nic
172.21.96.44,Allocated,02SISP1APPW020-BNic
172.21.96.45,Available,
172.21.96.46,Available,
172.21.96.47,Available,
172.21.96.48,Available,
172.21.96.49,Available,
172.21.96.50,Available,
172.21.96.51,Available,
172.21.96.52,Available,
172.21.96.53,Available,
172.21.96.54,Available,
172.21.96.55,Available,
172.21.96.56,Available,
172.21.96.57,Available,
172.21.96.58,Available,
172.21.96.59,Available,
172.21.96.60,Available,
172.21.96.61,Available,
172.21.96.62,Available,
172.21.96.63,Available,
172.21.96.64,Available,
172.21.96.65,Available,
172.21.96.66,Available,
172.21.96.67,Available,
172.21.96.68,Available,
172.21.96.69,Available,
172.21.96.70,Available,
172.21.96.71,Available,
172.21.96.72,Available,
172.21.96.73,Available,
172.21.96.74,Available,
172.21.96.75,Available,
172.21.96.76,Available,
172.21.96.77,Available,
172.21.96.78,Available,
172.21.96.79,Available,
172.21.96.80,Available,
172.21.96.81,Available,
172.21.96.82,Available,
172.21.96.83,Available,
172.21.96.84,Available,
172.21.96.85,Available,
172.21.96.86,Available,
172.21.96.87,Available,
172.21.96.88,Available,
172.21.96.89,Available,
172.21.96.90,Available,
172.21.96.91,Available,
172.21.96.92,Available,
172.21.96.93,Available,
172.21.96.94,Available,
172.21.96.95,Available,
172.21.96.96,Available,
172.21.96.97,Available,
172.21.96.98,Available,
172.21.96.99,Available,
172.21.96.100,Available,
172.21.96.101,Available,
172.21.96.102,Available,
172.21.96.103,Available,
172.21.96.104,Available,
172.21.96.105,Available,
172.21.96.106,Available,
172.21.96.107,Available,
172.21.96.108,Available,
172.21.96.109,Available,
172.21.96.110,Available,
172.21.96.111,Available,
172.21.96.112,Available,
172.21.96.113,Available,
172.21.96.114,Available,
172.21.96.115,Available,
172.21.96.116,Available,
172.21.96.117,Available,
172.21.96.118,Available,
172.21.96.119,Available,
172.21.96.120,Available,
172.21.96.121,Available,
172.21.96.122,Available,
172.21.96.123,Available,
172.21.96.124,Available,
172.21.96.125,Available,
172.21.96.126,Available,
172.21.96.127,Available,
172.21.96.128,Available,
172.21.96.129,Available,
172.21.96.130,Available,
172.21.96.131,Available,
172.21.96.132,Available,
172.21.96.133,Available,
172.21.96.134,Available,
172.21.96.135,Available,
172.21.96.136,Available,
172.21.96.137,Available,
172.21.96.138,Available,
172.21.96.139,Available,
172.21.96.140,Available,
172.21.96.141,Available,
172.21.96.142,Available,
172.21.96.143,Available,
172.21.96.144,Available,
172.21.96.145,Available,
172.21.96.146,Available,
172.21.96.147,Available,
172.21.96.148,Available,
172.21.96.149,Available,
172.21.96.150,Available,
172.21.96.151,Available,
172.21.96.152,Available,
172.21.96.153,Available,
172.21.96.154,Available,
172.21.96.155,Available,
172.21.96.156,Available,
172.21.96.157,Available,
172.21.96.158,Available,
172.21.96.159,Available,
172.21.96.160,Available,
172.21.96.161,Available,
172.21.96.162,Available,
172.21.96.163,Available,
172.21.96.164,Available,
172.21.96.165,Available,
172.21.96.166,Available,
172.21.96.167,Available,
172.21.96.168,Available,
172.21.96.169,Available,
172.21.96.170,Available,
172.21.96.171,Available,
172.21.96.172,Available,
172.21.96.173,Available,
172.21.96.174,Available,
172.21.96.175,Available,
172.21.96.176,Available,
172.21.96.177,Available,
172.21.96.178,Available,
172.21.96.179,Available,
172.21.96.180,Available,
172.21.96.181,Available,
172.21.96.182,Available,
172.21.96.183,Available,
172.21.96.184,Available,
172.21.96.185,Available,
172.21.96.186,Available,
172.21.96.187,Available,
172.21.96.188,Available,
172.21.96.189,Available,
172.21.96.190,Available,
172.21.96.191,Available,
172.21.96.192,Available,
172.21.96.193,Available,
172.21.96.194,Available,
172.21.96.195,Available,
172.21.96.196,Available,
172.21.96.197,Available,
172.21.96.198,Available,
172.21.96.199,Available,
172.21.96.200,Available,
172.21.96.201,Available,
172.21.96.202,Available,
172.21.96.203,Available,
172.21.96.204,Available,
172.21.96.205,Available,
172.21.96.206,Available,
172.21.96.207,Available,
172.21.96.208,Available,
172.21.96.209,Available,
172.21.96.210,Available,
172.21.96.211,Available,
172.21.96.212,Available,
172.21.96.213,Available,
172.21.96.214,Available,
172.21.96.215,Available,
172.21.96.216,Available,
172.21.96.217,Available,
172.21.96.218,Available,
172.21.96.219,Available,
172.21.96.220,Available,
172.21.96.221,Available,
172.21.96.222,Available,
172.21.96.223,Available,
172.21.96.224,Available,
172.21.96.225,Available,
172.21.96.226,Available,
172.21.96.227,Available,
172.21.96.228,Available,
172.21.96.229,Available,
172.21.96.230,Available,
172.21.96.231,Available,
172.21.96.232,Available,
172.21.96.233,Available,
172.21.96.234,Available,
172.21.96.235,Available,
172.21.96.236,Available,
172.21.96.237,Available,
172.21.96.238,Available,
172.21.96.239,Available,
172.21.96.240,Available,
172.21.96.241,Available,
172.21.96.242,Available,
172.21.96.243,Available,
172.21.96.244,Available,
172.21.96.245,Available,
172.21.96.246,Available,
172.21.96.247,Available,
172.21.96.248,Available,
172.21.96.249,Available,
172.21.96.250,Available,
172.21.96.251,Available,
172.21.96.252,Available,
172.21.96.253,Available,
172.21.96.254,Available,
172.21.96.255,Available,
